year	statenum	division	newlpc_prop	newlpc_viol	newlpc_murd	newefaprop	newefaviol	newefamurd
1966	25	6	2.046269	.4451996	-2.30036			
1967	25	6	2.114719	.1817229	-2.39074			
1968	25	6	2.296981	.4258361	-2.258075			
1969	25	6	2.316497	.4126465	-2.447767			
1970	25	6	2.418635	.583621	-2.162644			
1971	25	6	2.565811	.9988493	-1.932507			
1972	25	6	2.683811	1.12071	-1.891551			
1973	25	6	2.734975	1.191404	-1.853894			
1974	25	6	2.928869	1.185441	-2.073684			
1975	25	6	3.019536	1.127726	-1.993034			
1976	25	6	3.046972	1.051526	-2.111966			
1977	25	6	3.106496	1.031105	-1.972781			
1978	25	6	3.07197	1.132539	-2.108733			
1979	25	6	3.231091	1.133213	-2.116443			
1980	25	6	3.420463	1.223989	-1.934234			
1981	25	6	3.472358	1.110215	-2.074349			
1982	25	6	3.487559	1.078153	-1.96597			
1983	25	6	3.384289	1.038674	-2.180892			
1984	25	6	3.331977	1.044396	-2.32536			
1985	25	6	3.409035	1.006208	-2.238279	.0158381	.0038964	.0003518
1986	25	6	3.436602	1.02048	-2.173826	.0272438	.0066897	.0006022
1987	25	6	3.469935	1.006319	-2.26414	.0534035	.0150044	.0021716
1988	25	6	3.504559	1.197303	-2.439581	.0840632	.0250434	.0040844
1989	25	6	3.485013	1.153188	-2.319932	.1265381	.0414138	.0089692
1990	25	6	3.561331	1.222606	-2.108914	.1865464	.0677209	.0194593
1991	25	6	3.643293	1.356025	-2.057644	.2645126	.1043684	.035869
1992	25	6	3.652313	1.411516	-2.104033	.364768	.1554799	.0625542
1993	25	6	3.680407	1.462991	-2.006502	.473612	.2187239	.1019595
1994	25	6	3.763768	1.589306	-1.883206	.5921907	.2966307	.156306
1995	25	6	3.682326	1.605515	-2.057162	.6992368	.3785397	.2256627
1996	25	6	3.68576	1.573923	-2.211549	.7990888	.4652793	.3050488
1997	25	6	3.711698	1.528697	-2.048595	.8812872	.5496083	.3892086
1998	25	6	3.663164	1.393635	-2.186527	.9533455	.6342146	.4760115
1999	25	6	3.647589	1.229418	-2.586177	1.016294	.7148628	.5594522
2000	25	6	3.594088	1.282061	-2.413366	1.075478	.7943322	.6419092
2001	25	6	3.646684	1.252949	-2.316084	1.131893	.8718003	.719807
2002	25	6	3.643204	1.234796	-2.385294	1.17866	.9421207	.794422
2003	25	6	3.615959	1.179889	-2.375459	1.22771	1.010606	.8639805
1960	26	4	2.888765	.5459839	-3.130651			
1961	26	4	2.943616	.51326	-2.97053			
1962	26	4	3.053228	.6150057	-2.894742			
1963	26	4	3.149249	.6753439	-2.980368			
1964	26	4	3.283437	.7657505	-2.918221			
1965	26	4	3.293903	.8630043	-2.70069			
1966	26	4	3.282466	.9021743	-2.915673			
1967	26	4	3.362788	1.032511	-2.600379			
1968	26	4	3.495705	1.203272	-2.415564			
1969	26	4	3.636411	1.369998	-2.258321			
1970	26	4	3.62396	1.400912	-2.237939			
1971	26	4	3.604686	1.356982	-2.411051			
1972	26	4	3.568273	1.342693	-2.486332			
1973	26	4	3.614354	1.40239	-2.415965			
1974	26	4	3.765502	1.505481	-2.331337			
1975	26	4	3.883167	1.587548	-2.253542			
1976	26	4	3.812618	1.489943	-2.3909			
1977	26	4	3.705773	1.514113	-2.353881			
1978	26	4	3.697621	1.536968	-2.270266			
1979	26	4	3.777981	1.653243	-2.202415			
1980	26	4	3.883237	1.708663	-2.202514			
1981	26	4	3.874726	1.687969	-2.257406			
1982	26	4	3.797891	1.626763	-2.331282			
1983	26	4	3.707262	1.568114	-2.506939			
1984	26	4	3.653655	1.534095	-2.631704			
1985	26	4	3.659639	1.622143	-2.503532	.07098	.0181254	.0017256
1986	26	4	3.71608	1.763888	-2.381912	.1007667	.0262998	.0025775
1987	26	4	3.737899	1.704035	-2.481096	.1850923	.0577464	.0102096
1988	26	4	3.770598	1.72049	-2.509961	.2794895	.0931601	.0188613
1989	26	4	3.817771	1.856932	-2.522463	.4189499	.156851	.0433413
1990	26	4	3.783087	1.965216	-2.43562	.5766686	.2405334	.0887424
1991	26	4	3.837537	2.029672	-2.253673	.7499239	.3447421	.1554248
1992	26	4	3.769681	1.997365	-2.255248	.9224444	.4581958	.2438391
1993	26	4	3.765912	2.000359	-2.189886	1.092525	.5851017	.3513328
1994	26	4	3.812055	1.997378	-2.262909	1.255766	.7206693	.4670548
1995	26	4	3.78687	1.882625	-2.439515	1.406309	.8616552	.6019821
1996	26	4	3.791663	1.763113	-2.529243	1.544111	1.004316	.7365044
1997	26	4	3.731915	1.738839	-2.554639	1.672441	1.147669	.8789368
1998	26	4	3.739263	1.699873	-2.627491	1.791326	1.291661	1.020607
1999	26	4	3.691268	1.592878	-2.740381	1.882798	1.416563	1.152213
2000	26	4	3.696295	1.587355	-2.782312	1.972948	1.542693	1.282919
2001	26	4	3.743655	1.686468	-2.719202	2.053595	1.663259	1.409836
2002	26	4	3.703427	1.682683	-2.842548	2.132851	1.781387	1.534509
2003	26	4	3.68991	1.550821	-2.988624	2.205767	1.894863	1.655268
1960	27	8	2.982165	-.404729	-3.262525			
1961	27	8	2.952198	-.4206663	-3.712136			
1962	27	8	2.975106	-.5820724	-3.840169			
1963	27	8	3.049388	-.5294909	-3.9163			
1964	27	8	3.005809	-.224561	-3.615176			
1965	27	8	3.03374	-.317392	-4.074708			
1966	27	8	3.121311	-.3325197	-3.565298			
1967	27	8	3.166816	-.1757809	-3.719295			
1968	27	8	3.190241	-.1376214	-3.415586			
1969	27	8	3.254766	-.0174423	-3.323596			
1970	27	8	3.321945	.1085108	-3.452019			
1971	27	8	3.412694	.3119156	-3.132424			
1972	27	8	3.419808	.4063014	-3.687117			
1973	27	8	3.466401	.5072446	-2.827448			
1974	27	8	3.667095	.483265	-3.167812			
1975	27	8	3.688434	.6393217	-2.954119			
1976	27	8	3.703343	.5839863	-2.992196			
1977	27	8	3.648592	.7676408	-2.932757			
1978	27	8	3.608437	.8687563	-3.024674			
1979	27	8	3.744637	.8055891	-3.172108			
1980	27	8	3.862471	.7911884	-3.236465			
1981	27	8	3.85988	.9241459	-3.382918			
1982	27	8	3.711889	.8065155	-3.255595			
1983	27	8	3.795037	.7579163	-3.300801			
1984	27	8	3.791367	.8692714	-3.126889			
1985	27	8	3.775109	.7391121	-2.840929	.0435232	.0109114	.0010125
1986	27	8	3.77263	.4599823	-3.523586	.0672362	.0173406	.0016731
1987	27	8	3.799965	.4181416	-3.194413	.114003	.0330813	.0049425
1988	27	8	3.728989	.2118301	-3.640342	.1852265	.0590978	.0110539
1989	27	8	3.666737	.1563899	-3.548662	.2828037	.0997951	.024241
1990	27	8	3.769686	.4642649	-3.021305	.3968086	.1554611	.050238
1991	27	8	3.555637	.3333338	-3.652117	.5360836	.2327147	.0944557
1992	27	8	3.787984	.5279112	-3.538262	.6870818	.3236683	.1558732
1993	27	8	3.824515	.5668063	-3.520178	.8390456	.4262388	.2347405
1994	27	8	3.873673	.5653807	-3.426245	.9906588	.5414708	.3295232
1995	27	8	3.826769	.5312052	-3.220649	1.12834	.6634439	.4394717
1996	27	8	3.760546	.4678812	-3.260643	1.243644	.7837627	.5575719
1997	27	8	3.743477	.2659672	-3.0534	1.341434	.9016151	.6805668
1998	27	8	3.71287	.6999246	-3.903578	1.419238	1.013375	.7991185
1999	27	8	3.478976	.8452984	-3.708579	1.489779	1.119417	.912513
2000	27	8	3.573384	1.133595	-3.810544	1.546168	1.214825	1.016499
2001	27	8	3.505464	1.25753	-3.282945	1.598301	1.305661	1.114084
2002	27	8	3.452247	1.255788	-4.041592	1.644167	1.392189	1.209056
2003	27	8	3.432761	1.294646	-3.421171	1.687506	1.472092	1.29733
1960	28	4	2.462245	-.8761747	-3.75979			
1961	28	4	2.507922	-.9032366	-3.750196			
1962	28	4	2.538542	-.832158	-4.153433			
1963	28	4	2.621384	-.915275	-3.929795			
1964	28	4	2.73901	-.6469953	-3.774787			
1965	28	4	2.879931	-.5461112	-3.710179			
1966	28	4	2.923693	-.4365051	-4.025352			
1967	28	4	2.970256	.1085127	-3.620573			
1968	28	4	3.098021	.3601454	-3.794467			
1969	28	4	3.115082	.4457985	-3.712216			
1970	28	4	3.163957	.6090289	-3.519205			
1971	28	4	3.175905	.448011	-3.652723			
1972	28	4	3.204839	.5519603	-3.541626			
1973	28	4	3.27607	.6254872	-3.128047			
1974	28	4	3.437984	.8762647	-3.331679			
1975	28	4	3.515264	.9489838	-3.151905			
1976	28	4	3.513324	.7456416	-3.539935			
1977	28	4	3.506775	.6929275	-3.239541			
1978	28	4	3.482179	.6454217	-3.50478			
1979	28	4	3.633142	.8192539	-3.18275			
1980	28	4	3.703498	.8036487	-3.126186			
1981	28	4	3.686285	.5946867	-3.47242			
1982	28	4	3.619309	.8337076	-3.932319			
1983	28	4	3.583123	.7860316	-3.630224			
1984	28	4	3.49843	.8255281	-3.381649			
1985	28	4	3.556263	.8801398	-3.51798	.0483911	.0123301	.0011704
1986	28	4	3.596526	.9803	-3.449564	.0693581	.0182139	.0017992
1987	28	4	3.675887	.9384201	-3.349296	.1280158	.0400652	.0071386
1988	28	4	3.673633	1.023662	-3.299328	.1873982	.0625642	.0126835
1989	28	4	3.663453	1.050575	-3.673045	.2887857	.1092492	.0305675
1990	28	4	3.657142	1.191913	-3.60503	.3884894	.1629309	.060646
1991	28	4	3.691918	1.205902	-3.423961	.5064612	.2348645	.1070554
1992	28	4	3.679193	1.245128	-3.165529	.62578	.3130543	.1684545
1993	28	4	3.652889	1.317653	-3.250491	.7292282	.393988	.2395
1994	28	4	3.691688	1.349924	-3.470041	.8352392	.4831807	.3173559
1995	28	4	3.716561	1.328058	-3.541558	.9330337	.5756289	.4070638
1996	28	4	3.676259	1.456517	-3.551615	1.026621	.6686219	.4915695
1997	28	4	3.631845	1.460462	-3.518339	1.118568	.7639492	.5855885
1998	28	4	3.657726	1.487672	-3.504094	1.207577	.8628867	.6762996
1999	28	4	3.581978	1.43606	-3.346838	1.28772	.9532471	.764909
2000	28	4	3.627954	1.185452	-3.303006	1.367922	1.046387	.8575754
2001	28	4	3.691921	1.109698	-3.688205	1.443678	1.136446	.9460137
2002	28	4	3.676062	1.145511	-3.582614	1.515612	1.228344	1.040121
2003	28	4	3.615038	1.062191	-3.434836	1.583759	1.319784	1.133788
1960	29	8	3.475035	.357362	-2.454448			
1961	29	8	3.484994	.5555258	-2.70805			
1962	29	8	3.504738	.7030413	-2.567794			
1963	29	8	3.704934	.6427815	-2.616641			
1964	29	8	3.649438	.8361698	-2.588703			
1965	29	8	3.556956	.7637904	-2.484907			
1966	29	8	3.546468	.7943511	-2.229118			
1967	29	8	3.691659	.8960426	-2.235822			
1968	29	8	3.70978	.9997758	-2.921009			
1969	29	8	3.819268	1.229884	-2.460214			
1970	29	8	3.982527	1.382732	-2.430626			
1971	29	8	3.904383	1.28888	-2.19342			
1972	29	8	3.955909	1.420825	-2.041383			
1973	29	8	4.066711	1.70652	-2.139172			
1974	29	8	4.22822	1.879674	-1.948968			
1975	29	8	4.267869	1.868865	-2.085869			
1976	29	8	4.273867	1.874097	-2.223812			
1977	29	8	4.210959	1.936318	-1.914468			
1978	29	8	4.232068	1.968867	-1.953495			
1979	29	8	4.295106	2.036573	-1.828171			
1980	29	8	4.362377	2.198878	-1.622126			
1981	29	8	4.340084	2.190135	-1.745261			
1982	29	8	4.261447	2.085619	-1.994175			
1983	29	8	4.089758	1.867555	-2.068391			
1984	29	8	4.067863	1.823063	-2.244742			
1985	29	8	4.062874	1.881831	-2.293197	.1349503	.0347409	.0033438
1986	29	8	4.002003	1.954427	-2.092387	.1822623	.0480877	.0047785
1987	29	8	4.022643	1.92366	-2.488211	.357902	.1141939	.0212044
1988	29	8	4.024135	2.040898	-2.270566	.5276852	.1773155	.0367131
1989	29	8	4.010143	1.809581	-2.525625	.7989734	.3033247	.0867701
1990	29	8	3.984948	1.777712	-2.353585	1.088287	.4595626	.1754406
1991	29	8	4.01979	1.903104	-2.143289	1.373869	.6392391	.2977776
1992	29	8	3.990397	1.923182	-2.232138	1.702456	.8516641	.4637711
1993	29	8	3.955348	2.153454	-2.282393	2.009072	1.076808	.6530821
1994	29	8	4.010138	2.275819	-2.176954	2.33377	1.330727	.8559631
1995	29	8	3.998282	2.213032	-2.272428	2.644788	1.604419	1.109036
1996	29	8	3.908789	2.054716	-2.024745	2.935157	1.887436	1.360053
1997	29	8	3.913177	2.027239	-2.24429	3.190995	2.164617	1.637395
1998	29	8	3.777614	1.802926	-2.388866	3.411945	2.440222	1.917944
1999	29	8	3.642399	1.67325	-2.461771	3.600782	2.684585	2.169457
2000	29	8	3.612912	1.646683	-2.750156	3.774988	2.92785	2.429921
2001	29	8	3.610431	1.774719	-2.454464	3.942576	3.168006	2.67606
2002	29	8	3.655633	1.854773	-2.483203	4.08629	3.394777	2.920211
2003	29	8	3.758022	1.814668	-2.432012	4.232577	3.62571	3.162422
1960	30	1	1.908143	-2.017369	-4.332377			
1961	30	1	2.072948	-1.937852	-5.040194			
1962	30	1	2.273691	-1.267106	-3.740839			
1963	30	1	2.168569	-1.375566	-3.4797			
1964	30	1	2.231165	-1.492829	-4.705016			
1965	30	1	2.320181	-1.466337	-3.625821			
1966	30	1	2.397895	-.9667342	-3.958613			
1967	30	1	2.369855	-1.16229	-3.907728			
1968	30	1	2.522281	-.9326438	-4.261271			
1969	30	1	2.67491	-.8009662	-3.69442			
1970	30	1	2.813111	-.5800639	-3.895461			
1971	30	1	2.994483	-.2727229	-3.802538			
1972	30	1	2.945783	-.464268	-4.095763			
1973	30	1	3.099805	-.210367	-3.852587			
1974	30	1	3.408791	-.099011	-3.372104			
1975	30	1	3.467441	-.0152689	-3.541629			
1976	30	1	3.534593	-.1757745	-3.443793			
1977	30	1	3.581074	.0987125	-3.472384			
1978	30	1	3.65268	.1492288	-4.308021			
1979	30	1	3.768409	.3112463	-3.767904			
1980	30	1	3.801039	.5813645	-3.693488			
1981	30	1	3.72991	.3839303	-3.546442			
1982	30	1	3.615567	.2251264	-3.809536			
1983	30	1	3.476336	.2250892	-3.920549			
1984	30	1	3.402598	.2919071	-4.581762			
1985	30	1	3.438819	.3432896	-3.859981	.0638449	.0161784	.0015241
1986	30	1	3.464678	.3350258	-3.797005	.0935733	.0242977	.0023655
1987	30	1	3.475199	.405191	-3.494886	.1877918	.058692	.0106053
1988	30	1	3.474603	.4043156	-3.768224	.2670143	.0864875	.0167472
1989	30	1	3.536725	.5238484	-3.423649	.417468	.1543791	.0425459
1990	30	1	3.556441	.2712458	-3.969738	.56689	.230696	.0835364
1991	30	1	3.500658	.1718194	-3.323172	.7450125	.3325082	.1444816
1992	30	1	3.379934	.2229789	-4.128732	.955131	.4562365	.231041
1993	30	1	3.316466	.3165171	-3.893999	1.162375	.5956749	.3359791
1994	30	1	3.262478	.1504026	-4.268438	1.382115	.7559266	.4591526
1995	30	1	3.226825	.1267607	-4.009548	1.584191	.9270071	.6158969
1996	30	1	3.286925	.1559692	-4.073052	1.763031	1.099256	.7707083
1997	30	1	3.215486	.110204	-4.308637	1.929239	1.272779	.9473174
1998	30	1	3.123466	.0517576	-4.204643	2.082052	1.44873	1.118686
1999	30	1	3.067051	-.0529428	-4.217884	2.21335	1.608392	1.279846
2000	30	1	3.113105	.5577865	-4.03227	2.337016	1.775212	1.450989
2001	30	1	3.068665	.5322102	-4.305005	2.436952	1.929628	1.611782
2002	30	1	3.024244	.4773402	-4.666271	2.528183	2.078542	1.774512
2003	30	1	3.021543	.3966019	-4.271021	2.598078	2.213997	1.927376
1960	31	2	2.616174	.1273679	-3.616669			
1961	31	2	2.657862	.0644388	-3.712296			
1962	31	2	2.762827	.2110253	-3.529188			
1963	31	2	2.859796	.3037444	-3.585818			
1964	31	2	2.949154	.4510565	-3.471156			
1965	31	2	2.941643	.4318611	-3.430741			
1966	31	2	3.082594	.4886579	-3.351511			
1967	31	2	3.249107	.6449487	-3.222926			
1968	31	2	3.417621	.869443	-2.973846			
1969	31	2	3.405188	.8870296	-2.956349			
1970	31	2	3.492516	1.054405	-2.856793			
1971	31	2	3.586966	1.289633	-2.838599			
1972	31	2	3.549843	1.324319	-2.724551			
1973	31	2	3.612181	1.369541	-2.597532			
1974	31	2	3.776629	1.394388	-2.69147			
1975	31	2	3.853815	1.415304	-2.686182			
1976	31	2	3.912262	1.377675	-2.960888			
1977	31	2	3.853668	1.365058	-2.889441			
1978	31	2	3.864554	1.440048	-2.916113			
1979	31	2	3.969249	1.607112	-2.722615			
1980	31	2	4.055278	1.794355	-2.683455			
1981	31	2	4.015357	1.840698	-2.614979			
1982	31	2	3.926631	1.804888	-2.735467			
1983	31	2	3.830903	1.710361	-2.929392			
1984	31	2	3.767572	1.663354	-2.928267			
1985	31	2	3.817234	1.694156	-2.922544	.1942177	.0497252	.0047509
1986	31	2	3.843208	1.744525	-2.949854	.2724153	.0715502	.0070694
1987	31	2	3.854659	1.688449	-3.084383	.4888269	.153622	.0273909
1988	31	2	3.853803	1.763686	-2.931983	.7373478	.2493822	.0515925
1989	31	2	3.842978	1.807904	-2.976007	1.100343	.4191212	.1181373
1990	31	2	3.8669	1.863798	-2.888694	1.497118	.6372128	.2408205
1991	31	2	3.86346	1.841048	-2.957406	1.929215	.909496	.4230701
1992	31	2	3.781231	1.82221	-2.988211	2.323693	1.189318	.6574701
1993	31	2	3.722618	1.826712	-2.945309	2.685666	1.489435	.9340486
1994	31	2	3.686643	1.801242	-3.007569	3.005805	1.793108	1.217715
1995	31	2	3.697276	1.774132	-2.983833	3.293643	2.102908	1.534218
1996	31	2	3.61793	1.650571	-3.182678	3.554357	2.407204	1.832021
1997	31	2	3.55319	1.574246	-3.194098	3.797106	2.709954	2.138866
1998	31	2	3.449054	1.460972	-3.238668	4.023308	3.013797	2.436313
1999	31	2	3.371021	1.389329	-3.371683	4.215451	3.281557	2.714908
2000	31	2	3.321543	1.34278	-3.373554	4.380457	3.535928	2.983664
2001	31	2	3.342129	1.358549	-3.231447	4.519705	3.77782	3.250533
2002	31	2	3.278981	1.324467	-3.230869	4.6365	4.010112	3.513999
2003	31	2	3.236032	1.296444	-3.055624	4.729024	4.223305	3.76453
1960	32	8	3.107534	.3545763	-2.612168			
1961	32	8	3.044917	.2809235	-2.667435			
1962	32	8	3.096414	.3123996	-2.727648			
1963	32	8	3.158784	.3302417	-2.853643			
1964	32	8	3.224941	.4721137	-2.888386			
1965	32	8	3.297848	.7044467	-2.745296			
1966	32	8	3.431293	.7909819	-2.755848			
1967	32	8	3.416972	.84372	-2.718101			
1968	32	8	3.589454	.9393626	-2.72735			
1969	32	8	3.726087	1.047197	-2.77556			
1970	32	8	3.720211	1.11223	-2.339699			
1971	32	8	3.831178	1.33245	-2.139817			
1972	32	8	3.79757	1.449868	-2.179488			
1973	32	8	3.798208	1.551982	-2.140545			
1974	32	8	3.855109	1.496607	-2.186944			
1975	32	8	3.959942	1.665475	-2.025689			
1976	32	8	4.01805	1.694588	-2.353728			
1977	32	8	3.825935	1.589902	-2.449131			
1978	32	8	3.818661	1.643086	-2.300998			
1979	32	8	3.917099	1.733489	-2.121345			
1980	32	8	3.971614	1.805739	-2.041526			
1981	32	8	4.008258	1.900268	-2.177718			
1982	32	8	4.069432	1.990492	-2.155452			
1983	32	8	4.039224	1.93016	-2.41991			
1984	32	8	4.022472	1.933836	-2.388563			
1985	32	8	4.065442	1.95957	-2.208664	.0659937	.0166301	.0015545
1986	32	8	4.088657	1.992833	-2.152261	.0978862	.025512	.0024957
1987	32	8	4.095064	1.852536	-2.274916	.1769078	.054743	.0095119
1988	32	8	4.098772	1.897364	-2.153466	.2604364	.0853068	.0166785
1989	32	8	4.08833	1.967308	-2.433016	.4068238	.1511475	.0411334
1990	32	8	4.073912	2.050132	-2.393027	.5566326	.2277608	.081347
1991	32	8	4.063391	2.11726	-2.255677	.7383513	.3336416	.14566
1992	32	8	3.998091	2.226192	-2.426146	.9112151	.4460101	.2319339
1993	32	8	3.964557	2.217118	-2.532752	1.08493	.5751886	.3381116
1994	32	8	3.952995	2.168171	-2.251826	1.247831	.709141	.4541824
1995	32	8	4.006131	2.082405	-2.453096	1.409479	.8562426	.5921559
1996	32	8	4.031121	2.106215	-2.185496	1.553461	1.002261	.726503
1997	32	8	4.07759	2.118347	-2.583625	1.680679	1.149538	.8773149
1998	32	8	4.02112	2.231249	-2.244891	1.778028	1.289036	1.020951
1999	32	8	3.898839	2.08326	-2.364223	1.854296	1.411492	1.159358
2000	32	8	3.861699	2.023995	-2.602139	1.915496	1.524692	1.285996
2001	32	8	3.814394	2.053829	-2.918226	1.972714	1.627809	1.40142
2002	32	8	3.77001	2.00082	-2.501837	2.039729	1.734287	1.511008
2003	32	8	3.7172	1.892819	-2.819763	2.108967	1.838474	1.617523
1960	33	2						
1961	33	2						
1962	33	2						
1963	33	2						
1964	33	2						
1965	33	2	3.329575	1.198692	-3.05461			
1966	33	2	3.422662	1.254531	-3.007174			
1967	33	2	3.538769	1.432386	-2.890762			
1968	33	2	3.701128	1.697008	-2.723458			
1969	33	2	3.69869	1.766024	-2.615531			
1970	33	2	3.755217	1.92152	-2.536276			
1971	33	2	3.761935	2.067	-2.309581			
1972	33	2	3.592333	2.022122	-2.202988			
1973	33	2	3.620285	2.008575	-2.187211			
1974	33	2	3.748409	2.086541	-2.241329			
1975	33	2	3.873331	2.154066	-2.19942			
1976	33	2	3.988945	2.169106	-2.209537			
1977	33	2	3.96816	2.124624	-2.228102			
1978	33	2	3.906017	2.133202	-2.273631			
1979	33	2	3.971676	2.220036	-2.12886			
1980	33	2	4.071062	2.328254	-2.064904			
1981	33	2	4.068097	2.371324	-2.093182			
1982	33	2	4.007264	2.296515	-2.16769			
1983	33	2	3.908599	2.211612	-2.200901			
1984	33	2	3.841625	2.212423	-2.296164			
1985	33	2	3.840821	2.229425	-2.358153	.4563363	.143753	.025907
1986	33	2	3.863959	2.284911	-2.235543	.7036424	.245698	.0582986
1987	33	2	3.898373	2.30818	-2.181943	1.032691	.3995976	.1245217
1988	33	2	3.951133	2.393027	-2.078846	1.398415	.5956773	.2320003
1989	33	2	3.942086	2.423981	-2.080281	1.808481	.841126	.3946851
1990	33	2	3.946253	2.467219	-1.934093	2.207167	1.112074	.6057431
1991	33	2	3.924462	2.450829	-1.95286	2.609659	1.413405	.8548086
1992	33	2	3.85083	2.410755	-2.029764	2.992112	1.730735	1.139558
1993	33	2	3.791984	2.363815	-2.027221	3.349956	2.062805	1.443987
1994	33	2	3.69894	2.25168	-2.214462	3.691733	2.406106	1.767747
1995	33	2	3.594665	2.109291	-2.480818	4.001657	2.751425	2.105432
1996	33	2	3.505968	1.96182	-2.620217	4.26865	3.078989	2.43296
1997	33	2	3.444453	1.901236	-2.837271	4.507694	3.3949	2.760925
1998	33	2	3.353161	1.821348	-3.010552	4.719738	3.695941	3.072849
1999	33	2	3.255333	1.735954	-3.04028	4.913531	3.98211	3.37741
2000	33	2	3.235805	1.710644	-2.993563	5.092719	4.263365	3.677737
2001	33	2	3.177928	1.63707	-2.98977	5.243825	4.516617	3.953025
2002	33	2	3.139157	1.601834	-3.047769	5.366219	4.741993	4.207779
2003	33	2	3.11159	1.536052	-3.023836	5.464203	4.935252	4.433633
1960	34	5	2.253878	.800452	-2.249981			
1961	34	5	2.281498	.6876636	-2.397681			
1962	34	5	2.33671	.7057087	-2.535228			
1963	34	5	2.392416	.7499189	-2.495507			
1964	34	5	2.531907	.9442186	-2.510641			
1965	34	5	2.582168	.9642678	-2.473254			
1966	34	5	2.666286	1.104518	-2.367124			
1967	34	5	2.771768	1.172485	-2.296947			
1968	34	5	2.832778	1.281522	-2.252692			
1969	34	5	2.980339	1.281232	-2.146647			
1970	34	5	3.122988	1.308422	-2.142017			
1971	34	5	3.142271	1.343992	-2.150213			
1972	34	5	3.090491	1.427065	-2.018901			
1973	34	5	3.145259	1.454708	-2.065778			
1974	34	5	3.388688	1.567077	-2.163069			
1975	34	5	3.503051	1.456016	-2.103375			
1976	34	5	3.523904	1.369624	-2.220125			
1977	34	5	3.493	1.375222	-2.272373			
1978	34	5	3.51418	1.38699	-2.261675			
1979	34	5	3.632241	1.457336	-2.272726			
1980	34	5	3.724783	1.505718	-2.254429			
1981	34	5	3.708602	1.473049	-2.398845			
1982	34	5	3.712801	1.495886	-2.401907			
1983	34	5	3.631557	1.410789	-2.51787			
1984	34	5	3.594868	1.395538	-2.436767			
1985	34	5	3.611215	1.437381	-2.48714	.0803538	.0203723	.0019205
1986	34	5	3.653695	1.561486	-2.507557	.1155316	.0300946	.002942
1987	34	5	3.730961	1.578369	-2.512727	.2088037	.063859	.010799
1988	34	5	3.782121	1.620182	-2.542157	.3193273	.1050593	.0208048
1989	34	5	3.852564	1.698971	-2.419677	.483506	.1781278	.047539
1990	34	5	3.878779	1.824915	-2.237805	.6724094	.2753307	.0977483
1991	34	5	3.950068	1.877617	-2.177273	.8788656	.3968391	.1736811
1992	34	5	3.928092	1.910483	-2.255464	1.104909	.539356	.2784541
1993	34	5	3.892628	1.901919	-2.19408	1.317534	.6922684	.4048835
1994	34	5	3.889587	1.862985	-2.2311	1.527875	.8606097	.5464622
1995	34	5	3.89006	1.845649	-2.384059	1.726751	1.038724	.7121555
1996	34	5	3.875591	1.747788	-2.494642	1.907971	1.219126	.8801449
1997	34	5	3.857901	1.772642	-2.523358	2.07991	1.401459	1.058932
1998	34	5	3.824939	1.722582	-2.546315	2.239738	1.586707	1.239561
1999	34	5	3.797608	1.651975	-2.667299	2.370508	1.754483	1.409333
2000	34	5	3.785518	1.600963	-2.669009	2.493418	1.920716	1.582771
2001	34	5	3.79262	1.596516	-2.787118	2.600142	2.078499	1.748161
2002	34	5	3.750783	1.548895	-2.719168	2.699691	2.231448	1.911937
2003	34	5	3.754408	1.513288	-2.806058	2.788634	2.378953	2.071795
1960	35	4	2.168603	-1.952239	-5.353436			
1961	35	4	2.159784	-1.387856	-4.67127			
1962	35	4	2.242579	-1.604739	-4.377328			
1963	35	4	2.297604	-1.263692	-3.902749			
1964	35	4	2.351742	-1.041711	-4.683673			
1965	35	4	2.338749	-1.068261	-4.683673			
1966	35	4	2.465529	-1.029929	-3.98744			
1967	35	4	2.638258	-1.218994	-6.439351			
1968	35	4	2.629232	-1.278039	-4.485421			
1969	35	4	2.664496	-1.037704	-6.431331			
1970	35	4	2.816752	-1.074294	-5.327539			
1971	35	4	2.999061	-.968293	-4.361122			
1972	35	4	2.967663	-.7776135	-4.368053			
1973	35	4	3.016033	-.4863775	-4.840519			
1974	35	4	3.053135	-.6877392	-4.255706			
1975	35	4	3.122454	-.6396431	-4.850288			
1976	35	4	3.191249	-.3349203	-4.273261			
1977	35	4	3.197017	-.394398	-4.684857			
1978	35	4	3.1531	-.3990387	-4.39953			
1979	35	4	3.300071	-.4824813	-4.178833			
1980	35	4	3.367664	-.620057	-4.404247			
1981	35	4	3.373101	-.395665	-3.783439			
1982	35	4	3.254337	-.4798762	-4.896304			
1983	35	4	3.271315	-.617313	-3.878153			
1984	35	4	3.238755	-.6147405	-4.443382			
1985	35	4	3.282262	-.7430902	-4.571732	.0364824	.0091897	.0008585
1986	35	4	3.254395	-.6543466	-4.560639	.0531728	.0138414	.0013519
1987	35	4	3.339963	-.5485389	-4.191374	.0825451	.0241091	.0035264
1988	35	4	3.295897	-.5138786	-4.000234	.1399537	.0462002	.0091288
1989	35	4	3.238863	-.4382565	-5.085048	.2071079	.074762	.018562
1990	35	4	3.351113	-.3008654	-4.848406	.296175	.1199777	.0401731
1991	35	4	3.305153	-.4265316	-4.5089	.3897824	.1758556	.0753063
1992	35	4	3.335822	-.1858108	-3.973781	.4782166	.2367539	.1221414
1993	35	4	3.300112	-.2056988	-4.065471	.5644569	.3025691	.1806023
